Movie,Box_office,Certificate,Release_Data,Run_time,Budget,Genre,Director,Producer,Lead_Actor1,Lead_Actor2,Lead_Actor3
billoo-badshah,    3 Crores,,,,,,Sisir Mishra,,Govinda,Shatrughan Sinha,Neelam Kothari
daraar1,    6 Crores,,,,,,Abbas Alibhai Burmawalla,Sujit Kumar,Mastan Alibhai Burmawalla,Rishi Kapoor,Juhi Chawla
first-love-letter,    6 Crores,,,,,,Shiv Kumar,,Shiva,Manisha Koirala,Vivek Mushran
is-she-raju,    2 Lakhs, U/A (INDIA),8-Mar-19, 2 HOURS  4 MINUTES,,Comedy,Rahul Kumar Shukla,Anju Dhingra,Arun Rathod,Amit Behl,Sandeep Chatterjee
tutiya-dil,    3 Lakhs,,,,,,Amit Khanna,Kshitij Chaudhary,Sidhant Kapur,Iris Maity,Nikhil Sabharwal
lahoo-ke-do-rang,    5 Crores,,,,,,Mehul Kumar,Ag Nadiadwala,Akshay Kumar,Karisma Kapoor,Naseeruddin Shah
papa-kahte-hain,    1 Crores,,,,,,Mahesh Bhatt,Mahesh Bhatt,Anupam Kher,Jugal Hansraj,Mayuri Kango
ghar-ghar-ki-kahani-1988-film,    1 Crores,,,,,,Kalpataru,,Govinda,Rishi Kapoor,Jaya Prada
bobby-love-and-lust,    1 Crores,,,,,,Rakesh Parmaar,Hyder Kazmi,Laila Mehdin,Milind Gunaji,Usha Bachani
guddu-rangeela,    6 Crores, U/A (INDIA),3-Jul-15, 2 HOURS  4 MINUTES,₹ 20 CRORES,"Comedy, Drama",Subhash Kapoor,Sangeetha Ahir,Arshad Warsi,Amit Sadh,Aditi Rao Hydari
kerry-on-kutton,    5 Lakhs, A (INDIA),2-Jan-19, 2 HOURS  5 MINUTES,,Drama,Ashok Yadav,Shashank Shekhar Singh,Satyajeet Dubey,Prashant Tiwari,Aditya Kumar
chal-guru-ho-jaa-shuru,    5 Lakhs,,30-Jan-15, 2 HOURS  7 MINUTES,,Comedy,Manoj Sharma,,Pawan Kumar Sharma,Chandrachur Singh,Gaurav Sharma
ghar-ki-izzat,    84 Lakhs,,,,,,Kalpataru,Kanu Chauhan,Rishi Kapoor,Juhi Chawla,Asha Parekh
jaisi-karni-waisi-bharni,    0 Lakhs,,,,,,Vimal Kumar,Vimal Kumar,Govinda,Neil Nitin Mukesh,Kimi Katkar
i-see-you,    1 Crores, U (INDIA),29-Dec-06, 2 HOURS  4 MINUTES,₹ 8 CRORES,"Comedy, Drama, Fantasy, Romance",Vivek Agrawal,Mehr Rampal,Vivek B Agrawal,Arjun Rampal,Hrithik Roshan
policewala-gunda,    3 Crores,,,,,,Pappu Verma,Kc Sharma,Dharmendra,Kasam Ali,Reena Roy
armaan,    6 Crores, U (INDIA),16-May-03, 2 HOURS  39 MINUTES,₹ 9 CRORES,"Drama, Family, Romance",Honey Irani,Dinesh Gandhi,Amitabh Bachchan,Anil Kapoor,Preity Zinta
eena-meena-deeka,    3 Crores,,,,,,David Dhawan,Nitin Manmohan,Vinod Khanna,Rishi Kapoor,Juhi Chawla
jhootha-kahin-ka,    2 Crores, U/A (INDIA),19-Jul-19, 2 HOURS  13 MINUTES,,"Comedy, Drama",Smeep Kang,Anuj Sharma,Rishi Kapoor,Jimmy Shergill,Sunny Singh Nijjar
arjun-patiala,    6 Crores, U/A (INDIA),25-Jul-19,,₹ 24 CRORES,"Comedy, Drama, Romance, Thriller, Action",Rohit Jugraj,Bhushan Kumar,Kriti Sanon,Diljit Dosanjh,Himansh Kohli
ekka-raja-rani,    2 Crores,,,,,,Afzal Ahmed,,Govinda,Vinod Khanna,Ashwini Bhave
jeena-marna-tere-sang,    2 Crores,,,,,,Vijay Reddy,Gulshan Kumar,Sanjay Dutt,Raveena Tandon,Paresh Rawal
sandwich,    47 Lakhs, U/A (INDIA),25-Aug-06, 2 HOURS  32 MINUTES,₹ 10 CRORES,"Comedy, Thriller, Mystery",Anees Bazmee,Smita Thackeray,Govinda,Shammi Kapoor,Mahima Choudhary
global-baba,    6 Lakhs, U/A (INDIA),11-Mar-16, 2 HOURS  0 MINUTE,,"Thriller, Drama",Manoj Tiwari,Vijay Bansal,Manoj Tiwari,Vishwa Bhanu,Ravi Kishan Shukla
taarzan-the-wonder-car,    6 Crores,,,,,,Abbas Alibhai Burmawalla,Gordhan Tanwani,Mastan Alibhai Burmawalla,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla
siskiyaan,    37 Lakhs,,,,,,Ashwini Chaudhary,Sunil Saini,Sonu Sood,Sachin Khedekar,Neha Dhupia
shirin-farhad-ki-toh-nikal-padi,    12 Crores, U/A (INDIA),24-Aug-12, 1 HOUR  51 MINUTES,₹ 19 CRORES,"Romance, Comedy",Bela Sehgal,Sunil Lulla,Boman Irani,Nauheed Cyrusi,Kavin Dave
when-kiran-met-karen,    12 Crores,,,,,,Manan Katohora,Manan Katohora,Manish Dayal,Samrat Chakrabarti,Tushar Unadkat
taaqat1,    1 Crores,,,,,,Talat Jani,Mansoor Ahmed Siddiqui,Kajol Devgn,Dharmendra,Shatrughan Sinha
farishtay,    1 Crores,,,,,,Anil Sharma,,Rajinikanth,Vinod Khanna,Dharmendra
paranthe-wali-gali,    7 Lakhs, U (INDIA),17-Jan-14, 1 HOUR  41 MINUTES,₹ 1 CRORES,"Drama, Romance, Romantic comedy",Sachin Gupta,Sachin Gupta,Mohinder Gujral,Yuvraj Haral,Neha Pawar
bulandi,    4 Crores,,,,,,Rama Rao Tatineni,Yogesh Anand,Rajinikanth,Anil Kapoor,Rekha Ganesan
zahreelay,    4 Crores,,,,,,Jyotin Goel,Jyotin Goel,Sanjay Dutt,Juhi Chawla,Bhanupriya
hum-hain-kamaal-ke,    4 Crores,,,,,,Vijay Reddy,Ashok Adnani,Anupam Kher,Sameer Kakkad,Sadashiv Amrapurkar
sapoot,    6 Crores,,,,,,Jagdish A. Sharma,Rajan Sharma,Jagdish A Sharma,Akshay Kumar,Karisma Kapoor
2-lava-2-lantula,    6 Crores,,,,,,,,,,
betaabi,    2 Crores,,,,,,Rajesh Kumar Singh,Paramjeet Baweja,Arshad Warsi,Chandrachur Singh,Gulshan Grover
khap,    16 Lakhs,,,,,,Ajai Sinha,Sangita Sinha,Yuvika Chaudhry,Mohnish Bahl,Raj Arjun
chor-machaaye-shor,    7 Crores,,,,,,David Dhawan,Rajiv Tolani,Bipasha Basu,Bobby Deol,Shekhar Suman
dastak1,    3 Crores,,,,,,Mahesh Bhatt,,Manoj Bajpayee,Sushmita Sen,Bhavna Datta
nawabzaade,    4 Crores, U/A (INDIA),27-Jul-18, 1 HOUR  52 MINUTES,₹ 10 CRORES,"Comedy, Romance, Romantic comedy",Jayesh Pradhan,Remo D Souza,Varun Dhawan,Shraddha Kapoor,Isha Rikhi
mad-mad-about-dance,    4 Crores,,,,,,Saahil Prem,,Salah Benlemqawanssa,Akilesh Unnitan,Amrit Maghera
narasimha,    4 Crores,,,,,,N. Chandra,Chandrashekhar Narvekar,Chandrashekhar Narvekar,Sunny Deol,Dimple Kapadia
guddu-ki-gun,    1 Crores, A (INDIA),30-Oct-15, 2 HOURS  10 MINUTES,,Comedy,Shantanu Ray Chhibber,Sachin Jain,Sheershak Anand,Payel Sarkar,Biplab Chatterjee
jaanisaar,    16 Lakhs, U/A (INDIA),7-Aug-15, 2 HOURS  4 MINUTES,,"Drama, Romance",Muzaffar Ali,Meera Ali,Imran Abbas Naqvi,Abid Yunus Khan,Carl Wharton
kohram,    8 Crores,,,,,,Mehul Kumar,Mehul Kumar,Nana Patekar,Amitabh Bachchan,Tabu Hashmi
sahi-dhandhe-galat-bande,    70 Lakhs, U/A (INDIA),19-Aug-11, 1 HOUR  59 MINUTES,₹ 7 CRORES,"Action, Comedy, Drama",Parvin Dabas,Preeti Jhangiani,Anupam Kher,Vansh Bhardwaj,Parvin Dabas
anthony-kaun-hai,    6 Crores,,,,,,Raj Kaushal,Nikhil Panchamiya,Sanjay Dutt,Arshad Warsi,Anusha Dhandekar
amaanat,    3 Crores,,,,,,Raj N Sippy,Romu N Sippy,Raj N. Sippy,Akshay Kumar,Sanjay Dutt
aadmi-khilona-hai,    3 Crores,,,,,,J. Om Prakash,Padma Rani,J Om Prakash,Govinda,Laxmikant Berde
lakeer-forbidden-lines,    3 Crores,,,,,,Ahmed Khan,Vivek Kumar,John Abraham,Sunny Deol,Sunil Shetty
tum-mile,    9 Crores,,,,,,Kunal Deshmukh,,Emraan Hashmi,Soha Ali Khan,Ritu Raj Singh
dishkiyaoon,    4 Crores, U/A (INDIA),27-Mar-14, 1 HOUR  59 MINUTES,₹ 3 CRORES,"Action, Thriller, Crime",Sanamjit Singh Talwar,Shilpa Shetty Kundra,Sanamjit Talwar,Sunny Deol,Harman Baweja
amit-sahni-ki-list,    56 Lakhs, U/A (INDIA),18-Jul-14, 1 HOUR  50 MINUTES,₹ 7 CRORES,"Comedy, Romance, Romantic comedy",Ajay Bhuyan,Kavita Kulkarni,Anindita Nayar,Vega Tamotia,Vir Das
suryavanshi,    56 Lakhs,,,,,,Rakesh Kumar,Vijay Galani,Salman Khan,Amrita Singh,Puneet Issar
hate-story-2,    22 Crores, A (INDIA),18-Jul-14, 2 HOURS  10 MINUTES,₹ 15 CRORES,"Drama, Thriller, Romance",Vishal Pandya,Bhushan Kumar,Jay Bhanushali,Surveen Chawla,Siddharth Kher
the-train-some-lines-should-never-be-crossed,    8 Crores,,,,,,Raksha Mistry,Narendra Bajaj,Hasnain Hyderabadwala,Emraan Hashmi,Sayali Bhagat
fanney-khan,    10 Crores, U/A (INDIA),3-Aug-18, 2 HOURS  9 MINUTES,₹ 39 CRORES,"Comedy, Drama, Musical, Music",Atul Manjrekar,Bhushan Kumar,Aishwarya Rai Bachchan,Anil Kapoor,Rajkummar Rao
auzaar,    5 Crores,,,,,,Sohail Khan,Ramesh Sadhuram Taurani,Salman Khan,Ila Arun,Sanjay Kapoor
ajooba,    5 Crores,,,,,,Shashi Kapoor,Shashi Kapoor,Gennadi Vasilyev,Amitabh Bachchan,Rishi Kapoor
tera-mera-saath-rahen,    3 Crores,,,,,,Mahesh Manjrekar,Nr Pachisia,Ajay Devgan,Anand Abhyankar,Sonali Bendre
khoobsurat1,    8 Crores, U (INDIA),26-Nov-99, 2 HOURS  42 MINUTES,₹ 6 CRORES,"Comedy, Family, Action, Romance",Sanjay Chhel,Jhamu Sughand,Sanjay Dutt,Urmila Matondkar,Paresh Rawal
what-are-the-odds,    8 Crores,,,,,,Megha Ramaswamy,Abhay Deol,Abhay Deol,Rajshri Deshpande,Jugal Hansraj
mera-damad,    8 Crores,,,,,,Partho Ghosh,,Farooq Shaikh,Ashok Kumar Ganguly,Priyadarshini Ghosh
aaj-ka-arjun,    8 Crores,,,,,,K.c. Bokadia,Kc Bokadia,Kc Bokadia,Amitabh Bachchan,Anupam Kher
bandhan1,    12 Crores,,,,,,K. Muralimohana Rao,Bharat S Shah,K Muralimohana Rao,Rajesh Malik,Salman Khan
ek-hi-maqsad,    12 Crores,,,,,,Pravin Bhatt,,Amitabh Bachchan,Danny Denzongpa,Om Puri
mere-khwabon-mein-jo-aaye,    13 Lakhs,,,,,,Madhureeta Anand,Ajay Bijli,Randeep Hooda,Raima Sen,Arbaaz Khan
karz-chukana-hai3,    13 Lakhs,,,,,,Vimal Kumar,Vimal Kumar,Govinda,Juhi Chawla,Raj Kiran
mujrim-i,    13 Lakhs,,,,,,Umesh Mehra,Parvesh C Mehra,Madhuri Dixit,Mithun Chakraborty,Nutan Samarth
arjun-pandit,    11 Crores,,,,,,Rahul Rawail,Nr Pachisia,Juhi Chawla,Sunny Deol,Daler Mehndi
dilwale-the-brave-heart,    11 Crores,,,,,,,,Nagarjuna Akkineni,Mohan Babu Manchu,Soundarya Raghu
deewane,    6 Crores,,,,,,Harry Baweja,Paramjeet Baweja,Ajay Devgan,Mahima Choudhary,Urmila Matondkar
hacker-m,    1 Crores,,,,,,,,Chris Jai Alex,Kevin Thoms,Haylie Duff
huff-its-too-much,    1 Crores,,,,,,Pushkar Jog,,Mona Kiren,Armeena Rana Khan,Humayun Zubairi
pardesi2,    1 Crores,,,,,,Raj N Sippy,,Mithun Chakraborty,Sumalatha Ambarish,Suresh Oberoi
jamai-raja1,    1 Crores,,,,,,Kodanda Rami Reddy A.,T Trivikrama Rao,Kodanda Rami Reddy A,Madhuri Dixit,Anil Kapoor
i-me-aur-main,    8 Crores, U/A (INDIA),28-Feb-13, 1 HOUR  48 MINUTES,₹ 20 CRORES,"Comedy, Drama, Musical, Romance",Kapil Sharma,Goldie Behl,Kapil Sharma,John Abraham,Sheena Shahabadi
shaadi-teri-bajayenge-hum-band,    8 Crores,,,,,,Gurpreet Sondh,Rohit Kumar,Rahul Bagga,Naresh Gosain,Rajpal Yadav
mr-bechara,    3 Crores,,,,,,K Bhagyaraj,Nandu G. Tolani,Nagarjuna Akkineni,Anil Kapoor,Sridevi Kapoor
the-wishing-tree1,    5 Lakhs, U (INDIA),5-Jun-17, 1 HOUR  39 MINUTES,,"Drama, Fantasy",Manika Sharma,Raajaysh Chetwal,Jayati Bhatia,Shabana Azmi,Rajit Kapoor
kaun-sachcha-kaun-jhootha,    73 Lakhs,,,,,,Partho Ghosh,Rakesh Roshan,Rishi Kapoor,Sridevi Kapoor,Mohnish Bahl
qila,    2 Crores,,,,,,Umesh Mehra,Parvesh C Mehra,Rekha Ganesan,Dilip Kumar,Mamta Kulkarni
bajatey-raho,    5 Crores, U/A (INDIA),26-Jul-13, 1 HOUR  47 MINUTES,₹ 15 CRORES,"Comedy, Drama, Thriller",Shashant A Shah,Krishika Lulla,Tusshar Kapoor,Vishakha Singh,Ravi Kishan Shukla
ab-insaf-hoga,    5 Crores,,,,,,Harish Shah,Vinod Shah,Mithun Chakraborty,Rekha Ganesan,Farooq Shaikh
brahma1,    2 Crores,,,,,,,,,,
dada2,    1 Crores,,,,,,T.l.v. Prasad,Mahendra Dhariwal,Tlv Prasad,Mithun Chakraborty,Manvi Goswami
police-force-an-inside-story,    1 Crores,,,,,,Dilip Shukla,Kulbhushan Gupta,Akshay Kumar,Raj Babbar,Raveena Tandon
vaah-life-ho-toh-aisi,    5 Crores,,,,,,Mahesh Manjrekar,Mahesh Manjrekar,Shahid Kapoor,Sanjay Dutt,Radhika Apte
luv-u-soniyo,    12 Lakhs, U (INDIA),26-Jul-13, 2 HOURS  24 MINUTES,₹ 5 CRORES,"Comedy, Romance",Joe Rajan,Joe Rajan,Amaan Khan,Neha Hinge,Bunty Grewal
aazmayish,    1 Crores,,,,,,Sachin Dev Burman,,Sachin Pilgaonkar,Dharmendra,Anjali Jathar
always-kabhi-kabhi,    3 Crores, U (INDIA),17-Jun-11, 2 HOURS  6 MINUTES,₹ 11 CRORES,"Comedy, Crime, Drama, Romance",Roshan Abbas,Gauri Khan,Shah Rukh Khan,Satyajeet Dubey,Ali Fazal
journey-of-bhangover,    3 Lakhs, U/A (INDIA),15-Dec-17, 1 HOUR  55 MINUTES,,"Comedy, Drama",Mahender Singh,Mahinder Singh Saniwal,Mahinder Singh Saniwal,Prerika Arora,Jimmy Sharma
robert-the-doll,    3 Lakhs,,,,,,,,Lee Bane,Judith Haley,Ryan Michaels
veerappan,    6 Crores, A (INDIA),27-May-16, 2 HOURS  5 MINUTES,₹ 14 CRORES,"Action, Biography, Crime, Drama, Thriller",Ram Gopal Varma,Raina Sachiin Joshi,Sandeep Bharadwaj,Lisa Ray,Zarine Khan
super-monsters-and-the-wish-star,    6 Crores,,,,,,,,,,
mummy-punjabi,    5 Lakhs,,31-Aug-11, 2 HOURS  11 MINUTES,₹ 4 CRORES,"Comedy, Drama, Horror, Thriller",Pammi Somal,Kk Ravikumar,Lohith H,Jackie Shroff,Kiron Kher
zid4,    42 Lakhs,,,,,,Vivek Agnihotri,Anubhav Sinha,Seerat Kapoor,Shraddha Das,Mannara
jung-baaz,    42 Lakhs,,,,,,Mehul Kumar,Sujit Kumar,Govinda,Raaj Kumar Pandit,Moushumi Chatterjee
boonie-bears-homeward-journey,    42 Lakhs,,,,,,,,,,
souten-ki-beti,    42 Lakhs,,,,,,Saawan Kumar Tak,Saawan Kumar Tak,Rekha Ganesan,Bal Dhuri,Jeetendra Kapoor
fast-forward,    3 Lakhs,,,,,,Zaigham Ali Syed,,Vinod Khanna,Siddhant Karnick,Rehan Khan
22-minutes,    3 Lakhs,,,,,,Vasily Serikov,Aleksey Sidorov,Prokhor Zikora,Anton Toropov,Eduard Solovyev
prateeksha1,    3 Lakhs,,,,,,Basu Chatterjee,,Jimmy Shergill,Anupam Kher,Govind Namdev
shikari2,    4 Crores,,,,,,Umesh Mehra,,Latif Faiziyev,Mithun Chakraborty,Naseeruddin Shah
ramgarh-ke-sholay,    4 Crores,,,,,,Ajit Dewani,,Kishore Anand Bhanushali,Amjad Khan,Anand Kumar
kartavya2,    3 Crores,,,,,,Raj Kanwar,,Juhi Chawla,Moushumi Chatterjee,Sanjay Kapoor
tyagi,    3 Crores,,,,,,K.c. Bokadia,Dilip Kankaria,Kc Bokadia,Rajinikanth,Bhagyashree Patwardhan
time-machine,    3 Crores,,,,,,Arati Kadav,,Arati Kadav,Twinkle Patel,Siddharth Menon
call-for-fun,    7 Lakhs,,,,,,Janak Toprani,Hardik Patel,Bharat Dabholkar,Parmeet Sethi,Vinod Unnithan
pratigyabadh,    7 Lakhs,,,,,,Ravi Chopra,Br Chopra,Mithun Chakraborty,Sunil Dutt,Anupam Kher
nyay-anyay,    7 Lakhs,,,,,,Lawrence D'souza,Sudhakar Bokade,Anupam Kher,Jeetendra Kapoor,Jaya Prada
nakshatra1,    19 Lakhs, U/A (INDIA),29-Oct-10, 2 HOURS  2 MINUTES,₹ 4 CRORES,"Crime, Drama, Mystery, Romance, Thriller",Mohan Savalkar,Ravindra Singh,Anupam Kher,Shubh Mukherjee,Gajendra Chouhan
bedhab,    19 Lakhs,,,,,,Akash Goila,,Sanjay Kapoor,Karishma Kotak,Sanjay Kapoor
ru-ba-ru1,    19 Lakhs,,,,,,Arjun Chandramohan Bali,,Randeep Hooda,Rati Agnihotri,Shahana Goswami
haseena-parkar,    6 Crores, U/A (INDIA),21-Sep-17, 2 HOURS  3 MINUTES,₹ 18 CRORES,"Biography, Crime, Thriller, Drama",Apoorva Lakhia,Nahid Khan,Shraddha Kapoor,Sharman Joshi,Ankur Bhatia
ru-ba-ru,    36 Lakhs,,,,,,Arjun Chandramohan Bali,,Randeep Hooda,Rati Agnihotri,Shahana Goswami
do-dilon-ke-khel-mein,    1 Lakhs,,,,,,Aakash Pandey,Wijahat Kareem,Rajesh Khanna,Raj Kiran,Kiran Juneja
staying-alive1,    1 Lakhs, U (INDIA),3-Feb-12,,₹ 1 CRORES,Drama,Ananth Narayan Mahadevan,Ketan Maru,Saurabh Shukla,Manuj Bhaskar,Ssanjay Swaraaj
jeevan-yudh,    1 Crores,,,,,,Partho Ghosh,,Rakhee Gulzar,Mithun Chakraborty,Atul Agnihotri
radha-ka-sangam,    1 Crores,,,,,,Kirti Kumar,Kirti Kumar,Govinda,Juhi Chawla,Mala Sinha
khoon-ka-karz,    1 Crores,,,,,,Mukul Anand,Bhappi Sonie,Rajinikanth,Sanjay Dutt,Vinod Khanna
baat-bann-gayi,    1 Crores,,,,,,Shuja Ali,Megha Agarwal,Razzak Khan,Ali Fazal,Amrita Raichand
koyelaanchal,    1 Crores, A (INDIA),9-May-14, 2 HOURS  26 MINUTES,₹ 14 CRORES,"Action, Drama",Ashu Trikha,Ashu Trikha,Vinod Khanna,Sunil Shetty,Biswanath Basu
dhaal,    2 Crores,,,,,,Sameer Malkan,Bharat S Shah,Vinod Khanna,Sunil Shetty,Laxmikant Berde
mahaadev,    2 Crores,,,,,,Raj N Sippy,Romu N Sippy,Raj N. Sippy,Vinod Khanna,Anupam Kher
jagira,    23 Lakhs,,,,,,Kanti Shah,,Dharmendra,Hemant Birje,Danny Denzongpa
guddu,    2 Crores,,,,,,Prem Lalwani,Prem Lalwani,Shah Rukh Khan,Manisha Koirala,Deepti Naval
fever-i,    1 Crores, A (INDIA),5-Aug-16, 2 HOURS  7 MINUTES,,"Crime, Mystery, Drama, Thriller",Rajeev Jhaveri,Ravi Agrawal,Rajeev Khandelwal,Victor Banerjee,Gauhar Zafer Khan
jai-vikraanta,    4 Crores,,,,,,Sultan Ahmed,Sultan Ahmed,Sanjay Dutt,Zeba Bakhtiar,Deepti Naval
mushkil,    23 Lakhs, A (INDIA),9-Aug-19, 2 HOURS  10 MINUTES,,"Horror, Drama, Thriller",Rajiv S Ruia,Ravinder Jeet Dariya,Nazia Hussain,Rajniesh Duggall,Kunaal Roy Kapur
rahenge-sadaa-gardish-mein-taare,    23 Lakhs,,,,,,Saif Hyder Hasan,,Sonali Kulkarni,Arif Zakaria,Rajesh Khera
jab-tum-kaho,    3 Lakhs,,,,,,Vikram Shankar,Rajiv Kumar,Parvin Dabas,Shirin Guha,Amit Bhardwaj
benaam-badsha,    3 Lakhs,,,,,,Ravi Shankar,K Ramji,K. Ravi Shankar,K Ravi Shankar,Juhi Chawla
yaara-silly-silly,    36 Lakhs, A (INDIA),6-Nov-15, 1 HOUR  48 MINUTES,,Romance,Subhash Sehgal,Subhash Sehgal,Parambrata Chatterjee,Vidya Malvade,Paoli Dam
zakhmi-zameen,    36 Lakhs,,,,,,Mahendra Shah,,Jaya Prada,Paresh Rawal,Aditya Pancholi
sanam-harjai,    92 Lakhs,,,,,,Saawan Kumar Tak,Saawan Kumar Tak,Simran,Sadashiv Amrapurkar,Haseena
grahan,    85 Lakhs,,,,,,Shashilal K. Nair,Jackie Shroff,Shashilal K Nair,Manisha Koirala,Jackie Shroff
dil-kya-kare,    8 Crores,,,,,,Prakash Jha,Veeru Devgan,Ajay Devgan,Rakhee Gulzar,Kajol Devgn
indias-most-wanted,    15 Crores, 12A (UNITED KINGDOM),24-May-19, 2 HOURS  5 MINUTES,₹ 37 CRORES,"Drama, Thriller, Action",,,Arjun Kapoor,Sudev Nair,Rajesh Sharma
the-jinx1,    15 Crores,,,,,,,,Nibha Sinha,Ravikant Singh,Aditi Singh
flat-211,    6 Lakhs, A (INDIA),2-Jun-17, 1 HOUR  46 MINUTES,,"Crime, Mystery, Thriller",Sunil Sanjan,Sunil Sanjan,Sonal Singh,Susheel Rankawat,Sunil Sanjan
vaada-raha-i-promise,    6 Lakhs,,,,,,Samir Karnik,Sunil Lulla,Kangana Ranaut,Bobby Deol,Atul Agnihotri
border-hindustan-ka,    59 Lakhs,,,,,,Yogesh Bharadwaj,,Akshaye Khanna,Priya Gill,Sudesh Berry
filhaal,    1 Crores,,,,,,Meghna Gulzar,Jhamu Sughand,Tabu Hashmi,Sushmita Sen,Sanjay Suri
mahabharat1,    1 Crores, U (INDIA),27-Dec-13, 2 HOURS  5 MINUTES,₹ 25 CRORES,"Animation, Action, Adventure, Family, History",Amaan Khan,Dhaval Gada,Vidya Balan,Ajay Devgan,Amitabh Bachchan
phool,    1 Crores,,,,,,Singeetam Srinivasa Rao,Rajendra Kumar Tuli,Madhuri Dixit,Sunil Dutt,Kumar Gaurav
ekram,    1 Crores,,,,,,,,Sharat Sonu,Vandana Chopra,Sharat Singh
komodo-vs-cobra,    1 Crores,,,,,,,,,,
mirzya,    7 Crores, U/A (INDIA),6-Oct-16, 2 HOURS  9 MINUTES,₹ 63 CRORES,"Drama, Musical, Romance, Fantasy, Thriller, Action, Adventure",Rakeysh Omprakash Mehra,Rakeysh Omprakash Mehra,Harshvardhan Kapoor,Saiyami Kher,Anuj Choudhry
god-tussi-great-ho,    12 Crores, U (INDIA),15-Aug-08, 2 HOURS  32 MINUTES,₹ 21 CRORES,"Comedy, Drama, Fantasy, Romance",Rumi Jaffery,Afzal Khan,Priyanka Chopra,Amitabh Bachchan,Salman Khan
hathyar,    5 Crores,,,,,,Mahesh Manjrekar,,Sanjay Dutt,Bharat Jadhav,Ashima Bhalla
mumbai-mirror,    1 Crores, U/A (INDIA),18-Jan-13, 2 HOURS  16 MINUTES,₹ 18 CRORES,"Action, Crime, Thriller",Ankush Bhatt,Raina Sachiin Joshi,Prakash Raj,Vimala Raman,Raina Sachiin Joshi
all-is-well,    12 Crores, U (INDIA),21-Aug-15, 2 HOURS  5 MINUTES,₹ 34 CRORES,"Adventure, Comedy, Drama, Romance",Umesh Shukla,Bhushan Kumar,Asin Thottumkal,Rishi Kapoor,Abhishek Bachchan
humko-tumse-pyaar-hai,    1 Crores,,,,,,Bunty Soorma,,Arjun Rampal,Bobby Deol,Ameesha Patel
sharafat-gayi-tel-lene,    42 Lakhs, U/A (INDIA),16-Jan-15, 1 HOUR  48 MINUTES,₹ 7 CRORES,"Comedy, Drama, Thriller, Romantic comedy, Mystery",Gurmmeet Singh,Devinder Jain,Anupam Kher,Zayed Khan,Rannvijay Singh
khajoor-pe-atke,    42 Lakhs, U/A (INDIA),18-May-18, 1 HOUR  59 MINUTES,,Comedy,Harsh Chhaya,Amrit Sethia,Mayur More,Kishore Chougule,Nagesh Bhonsle
hum-tum-aur-ghost,    4 Crores, U (INDIA),26-Mar-10, 2 HOURS  5 MINUTES,₹ 21 CRORES,"Comedy, Drama, Fantasy, Romance",Kabeer Kaushik,Arshad Warsi,Ritu Raj Singh,Arshad Warsi,Boman Irani
my-birthday-song,    5 Lakhs, A (INDIA),19-Jan-18, 1 HOUR  35 MINUTES,,"Thriller, Mystery",Samir Soni,Sanjay Suri,Sanjay Suri,Pitobash,Elena Kazan
kroadh,    5 Lakhs,,,,,,Shashilal K. Nair,Pappu Verma,Shashilal K Nair,Amitabh Bachchan,Sanjay Dutt
footpath,    4 Crores,,,,,,Vikram Bhatt,,Emraan Hashmi,Irrfan Khan,Bipasha Basu
milan-talkies,    33 Lakhs, 12A (IRELAND),15-Mar-19,,,"Drama, Romance",Tigmanshu Dhulia,Ps Chatwal,Priyanka Chopra,Shraddha Srinath,Ali Fazal
sanam-teri-kasam-2009-film,    8 Crores,,,,,,Lawrence D'souza,Sudhakar Bokade,Saif Ali Khan,Atul Agnihotri,Pooja Bhatt
yalgaar,    8 Crores,,,,,,Feroz Khan,Feroz Khan,Sanjay Dutt,Manisha Koirala,Nagma Sadanah
salaakhen1,    9 Crores,,,,,,Guddu Dhanoa,Guddu Dhanoa,Manisha Koirala,Sunny Deol,Anupam Kher
19211,    15 Crores,,,,,,,,Karan Kundra,Jazz Gee,Zarine Khan
alone-vi,    18 Crores, A (INDIA),16-Jan-15, 2 HOURS  13 MINUTES,₹ 19 CRORES,Horror,Bhushan Patel,Abhishek Pathak,Bipasha Basu,Karan Singh Grover,Nilima Priya
kala-bazaar,    18 Crores,,,,,,Rakesh Roshan,Vijay Soorma,Anil Kapoor,Jackie Shroff,Sudhir Joshi
fun2shh-dudes-in-the-10th-century,    2 Crores,,,,,,Imtiaz Punjabi,Dhilin Mehta,Amitabh Bachchan,Sweety Chhabra,Kavi Kumar Azad
dil-ka-rishta,    5 Crores,,,,,,Naresh Malhotra,Kumar Sadhuram Taurani,Aishwarya Rai Bachchan,Arjun Rampal,Rakhee Gulzar
zid,    42 Lakhs, A (INDIA),28-Nov-14, 2 HOURS  10 MINUTES,₹ 75 LAKHS,,,,,,
luv-ka-the-end,    5 Crores, U (INDIA),6-May-11, 1 HOUR  46 MINUTES,₹ 8 CRORES,"Comedy, Drama",Bumpy,Ashish Patil,Shraddha Kapoor,Meher Acharia-dar,Riya Bamniyal
noor-i,    6 Crores, U/A (INDIA),20-Apr-17, 1 HOUR  57 MINUTES,₹ 24 CRORES,"Comedy, Drama",Sunhil Sippy,Bhushan Kumar,Sonakshi Sinha,Purab Kohli,Sunny Leone
